Age,Gender,Weight,Height,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake,Workout_Frequency,Experience_Level,BMI,rep_count,avg_depth_score,avg_form_score,tempo_consistency,stability_score,left_right_asymmetry,fatigue_slope,range_of_motion,knee_valgus_risk,back_angle_risk,movement_quality_score,readiness_score,injury_risk_score,strength_potential_score,endurance_potential_score
27.0,Female,62.5,1.67,186.0,129.0,65.0,1.2,1783.0,Strength,23.2,1.5,3.0,Intermediate,26.22,18,0.8049,0.7247,0.711,0.6532,0.0878,0.193,0.7102,0.1695,0.2926,0.6798,0.6301,0.1828,0.69,0.4816
43.0,Female,79.0,1.73,186.0,158.0,55.0,1.2,1146.0,Cardio,25.2,3.6,4.0,Intermediate,19.64,20,0.8623,0.796,0.6158,0.6592,0.0953,0.4091,0.7406,0.1525,0.3119,0.6875,0.6765,0.2186,0.6995,0.5204
27.0,Female,40.0,1.85,177.0,156.0,65.0,1.58,1014.0,Cardio,24.0,3.7,5.0,Advanced,22.49,31,0.8638,0.9646,0.9074,0.7972,0.153,0.1974,0.8255,0.143,0.1891,0.8297,0.8276,0.1525,0.8928,0.7102
19.0,Male,51.8,1.6,176.0,159.0,72.0,1.14,574.0,Cardio,25.3,2.0,4.0,Intermediate,16.69,23,0.8952,0.8004,0.677,0.8255,0.2416,0.4537,0.8143,0.178,0.2623,0.7341,0.622,0.2638,0.7305,0.4845
38.0,Female,89.3,1.58,184.0,135.0,58.0,1.58,995.0,Hiit,24.0,2.9,4.0,Advanced,19.02,33,0.9052,0.9355,0.8423,0.7846,0.1037,0.1445,0.8466,0.086,0.1881,0.824,0.813,0.1153,0.8751,0.6482
27.0,,80.0,1.86,177.0,153.0,74.0,0.9,886.0,Strength,25.1,1.6,2.0,Beginner,19.41,17,0.6112,0.6602,0.6061,0.5674,0.1989,0.5658,0.5638,0.2526,0.3392,0.5458,0.4523,0.3235,0.4802,0.3131
33.0,Male,40.0,1.75,185.0,125.0,54.0,2.0,870.0,Yoga,18.7,1.8,3.0,Beginner,17.77,21,0.3962,0.6191,0.6625,0.4057,0.4485,0.5208,0.438,0.4204,0.5548,0.4444,0.4454,0.4637,0.4708,0.5345
50.0,Female,102.6,1.62,198.0,138.0,66.0,1.48,1149.0,Hiit,10.0,2.7,5.0,Intermediate,18.48,16,0.6824,0.8343,0.8247,0.7135,0.1903,0.3634,0.7145,0.2187,0.3026,0.7031,0.6614,0.2478,0.7389,0.6003
18.0,Male,69.2,1.62,164.0,167.0,62.0,1.5,1721.0,Hiit,25.0,2.3,5.0,Beginner,33.3,15,0.6294,0.719,0.4267,0.5394,0.3984,0.5884,0.547,0.4935,0.3893,0.5134,0.4407,0.4518,0.5601,0.5254
19.0,Male,75.3,1.67,166.0,130.0,58.0,1.22,928.0,Hiit,27.4,3.2,3.0,Intermediate,23.17,19,0.6393,0.8463,0.8122,0.7544,0.1267,0.3833,0.7251,0.1806,0.2622,0.7071,0.697,0.2172,0.684,0.5008
45.0,Male,45.9,1.51,195.0,142.0,57.0,1.64,303.0,Cardio,29.8,2.7,3.0,Beginner,12.32,13,0.5333,0.4532,0.45,0.4993,0.4268,0.3876,0.5078,0.3742,0.473,0.4204,0.4288,0.4221,0.4537,0.4799
59.0,Male,66.9,1.57,178.0,120.0,71.0,1.44,1153.0,Yoga,27.5,3.3,2.0,Intermediate,20.4,23,0.8388,0.8141,0.7348,0.78,0.1594,0.2314,0.787,0.1523,0.2063,0.7417,0.7096,0.1814,0.7326,0.496
37.0,Male,44.2,1.5,194.0,154.0,74.0,1.11,612.0,Cardio,24.0,3.5,2.0,Intermediate,20.62,24,0.8545,0.6857,0.7052,0.7689,0.1705,0.2786,0.7135,0.1801,0.2495,0.6897,0.6637,0.2212,0.6674,0.4399
18.0,Female,46.0,1.79,177.0,140.0,68.0,2.0,1386.0,Cardio,23.6,3.2,3.0,Intermediate,18.0,23,0.6751,0.7585,0.7443,0.8456,0.122,0.268,0.7171,0.1617,0.3108,0.6989,0.6745,0.2034,0.7286,0.6325
18.0,Male,74.8,1.76,186.0,134.0,68.0,0.5,1783.0,Cardio,21.8,3.5,4.0,Advanced,23.47,20,0.9127,0.7598,0.9516,0.8759,0.1665,0.1035,0.8319,0.1471,0.137,0.8089,0.8093,0.151,0.8057,0.4866
54.0,Male,46.3,1.62,161.0,138.0,60.0,1.03,1175.0,Hiit,32.2,2.5,4.0,Intermediate,19.44,19,0.6684,0.7463,0.8502,0.7757,0.2221,0.2899,0.6624,0.2278,0.1907,0.687,0.6762,0.2358,0.6919,0.5294
24.0,Male,87.1,1.9,196.0,122.0,51.0,1.42,1153.0,Yoga,27.6,3.3,3.0,Beginner,36.55,12,0.6451,0.6772,0.4249,0.3197,0.4775,0.5083,0.5116,0.6345,0.4513,0.46,0.4516,0.5114,0.4839,0.4098
43.0,Female,40.0,1.89,169.0,134.0,54.0,0.57,1267.0,Hiit,21.4,1.5,4.0,Intermediate,12.32,13,0.6278,0.6728,0.6417,0.7588,0.2253,0.1219,0.6398,0.1586,0.2289,0.6232,0.6147,0.1953,0.6443,0.4335
18.0,Female,49.3,1.71,162.0,160.0,52.0,1.23,375.0,Yoga,29.4,3.4,5.0,Beginner,14.06,16,0.3674,0.4523,0.3588,0.5791,0.2235,0.6493,0.435,0.3269,0.4815,0.3753,0.3879,0.4108,0.3972,0.4723
18.0,Female,67.9,1.81,194.0,137.0,73.0,1.19,1405.0,Cardio,33.8,3.2,2.0,Beginner,12.32,14,0.4358,0.477,0.6384,0.5957,0.3149,0.5789,0.4342,0.3486,0.4807,0.4471,0.4065,0.4235,0.3994,0.3402
33.0,Male,49.7,1.82,179.0,169.0,71.0,1.55,968.0,Cardio,32.2,3.6,4.0,Advanced,21.87,22,0.9304,0.7513,0.8689,0.7606,0.0738,0.3674,0.7817,0.1104,0.3123,0.7608,0.7292,0.1968,0.7832,0.6245
49.0,Male,88.4,1.75,192.0,145.0,74.0,1.27,493.0,Yoga,23.5,2.2,3.0,Beginner,12.42,9,0.5244,0.6062,0.5914,0.3875,0.2308,0.2934,0.5069,0.3542,0.3821,0.4831,0.442,0.3193,0.4958,0.4428
35.0,Male,40.3,1.79,183.0,120.0,68.0,1.24,1420.0,Strength,14.5,1.7,5.0,Beginner,13.37,19,0.6475,0.4587,0.5176,0.4451,0.2256,0.3599,0.533,0.3213,0.4306,0.4636,0.4126,0.3435,0.5088,0.4808
34.0,Male,72.1,1.78,167.0,163.0,58.0,0.84,536.0,Hiit,12.1,2.9,3.0,Intermediate,12.32,17,0.8437,0.7831,0.7448,0.708,0.2467,0.3157,0.785,0.1962,0.2555,0.7131,0.6685,0.2437,0.6908,0.455
50.0,Female,103.8,1.54,185.0,169.0,56.0,2.0,766.0,Hiit,27.3,3.1,3.0,Beginner,12.32,13,0.5152,0.5979,0.6264,0.4694,0.1984,0.5901,0.5132,0.3148,0.5434,0.4879,0.4602,0.3838,0.4911,0.5555
36.0,Female,85.1,1.73,194.0,156.0,74.0,1.41,1024.0,Cardio,28.9,3.5,4.0,Advanced,13.22,20,0.8959,0.8246,0.9569,0.9422,0.1972,0.2293,0.8021,0.1406,0.1661,0.8249,0.7695,0.1798,0.8515,0.61
18.0,Male,81.0,1.64,175.0,169.0,74.0,1.99,878.0,Yoga,21.7,1.5,2.0,Advanced,13.42,35,0.8424,0.9436,0.7756,0.788,0.0902,0.2738,0.8585,0.1311,0.2932,0.7981,0.6853,0.1663,0.8145,0.597
47.0,Female,74.1,1.87,168.0,123.0,70.0,0.95,1030.0,Yoga,14.8,1.5,3.0,Beginner,21.54,13,0.5111,0.4513,0.6138,0.3853,0.1755,0.2292,0.416,0.2616,0.4319,0.4363,0.4412,0.2878,0.4427,0.4078
32.0,,72.1,1.71,173.0,156.0,72.0,1.61,606.0,Hiit,12.0,2.7,2.0,Intermediate,17.91,26,0.7138,0.7757,0.5591,0.7627,0.1126,0.5082,0.7215,0.196,0.3461,0.6523,0.5745,0.2629,0.6321,0.4609
45.0,Female,47.9,1.71,194.0,169.0,70.0,0.78,772.0,Hiit,23.5,2.8,3.0,Intermediate,20.37,21,0.6523,0.6498,0.6984,0.6104,0.2929,0.4234,0.5804,0.2932,0.3301,0.5789,0.5635,0.3304,0.5604,0.3924
25.0,Male,113.3,1.75,187.0,155.0,74.0,1.44,564.0,Strength,22.1,1.6,3.0,Intermediate,21.36,15,0.6571,0.7272,0.8092,0.7002,0.1172,0.4552,0.6657,0.2167,0.3645,0.6568,0.5774,0.2673,0.6394,0.4951
23.0,Female,78.2,1.9,180.0,131.0,55.0,0.85,888.0,Strength,16.2,2.3,3.0,Beginner,29.89,14,0.365,0.7021,0.3912,0.4267,0.4416,0.3143,0.4563,0.4882,0.2973,0.4293,0.4569,0.3941,0.4485,0.3575
25.0,Male,40.0,1.68,175.0,123.0,66.0,0.74,1783.0,Strength,27.9,3.5,3.0,Advanced,14.27,29,0.964,0.8914,0.7487,0.7649,0.1713,0.1298,0.8197,0.1544,0.1378,0.7964,0.7747,0.1466,0.805,0.4474
23.0,Female,69.2,1.73,180.0,165.0,70.0,2.0,765.0,Hiit,23.3,1.8,4.0,Intermediate,21.96,23,0.6036,0.743,0.7081,0.605,0.125,0.325,0.6037,0.1767,0.4171,0.6138,0.5825,0.2375,0.6731,0.6558
48.0,Female,91.3,1.58,175.0,152.0,72.0,1.25,1576.0,Yoga,28.9,3.4,2.0,Intermediate,19.62,21,0.6432,0.6831,0.7382,0.7122,0.1049,0.2718,0.6203,0.1529,0.2973,0.6356,0.6315,0.2027,0.6195,0.4736
46.0,Male,68.2,1.88,172.0,167.0,70.0,1.41,723.0,Strength,17.2,2.6,5.0,Beginner,32.75,17,0.545,0.5855,0.4143,0.315,0.284,0.4731,0.4348,0.466,0.5132,0.4157,0.3777,0.4239,0.4781,0.5169
18.0,Female,45.1,1.86,182.0,169.0,64.0,0.92,1482.0,Strength,25.5,3.7,2.0,Advanced,18.99,27,0.7599,0.8494,0.8966,0.9423,0.0836,0.1578,0.8039,0.0382,0.1115,0.8044,0.8089,0.0957,0.7739,0.4917
20.0,Male,70.5,1.65,179.0,144.0,74.0,0.6,1151.0,Yoga,15.5,3.5,2.0,Intermediate,12.32,15,0.7977,0.7367,0.8151,0.7576,0.1569,0.3494,0.7448,0.1725,0.2028,0.7114,0.6442,0.2176,0.6448,0.3461
18.0,Female,54.2,1.68,199.0,137.0,74.0,1.67,972.0,Hiit,14.1,3.4,2.0,Beginner,15.66,14,0.4619,0.6592,0.6341,0.3684,0.2677,0.5049,0.4407,0.3749,0.4726,0.469,0.4469,0.3853,0.4589,0.4391
18.0,Female,83.6,1.86,170.0,162.0,74.0,0.83,732.0,Hiit,22.7,2.8,2.0,Advanced,24.77,20,0.7946,0.8539,0.7962,0.7366,0.0829,0.282,0.76,0.1337,0.1427,0.746,0.701,0.1533,0.7136,0.4208
37.0,Female,58.0,1.6,168.0,143.0,52.0,1.28,834.0,Strength,21.0,3.6,4.0,Intermediate,22.2,15,0.67,0.663,0.7217,0.7859,0.3003,0.4067,0.6294,0.2329,0.2989,0.6282,0.665,0.3048,0.6455,0.548
52.0,Female,40.0,1.91,194.0,151.0,59.0,1.96,535.0,Hiit,23.4,1.5,4.0,Intermediate,23.62,25,0.6218,0.6595,0.7354,0.7948,0.1781,0.3171,0.6186,0.1836,0.4041,0.6322,0.61,0.2577,0.6842,0.6415
30.0,Female,40.0,1.62,166.0,164.0,73.0,1.23,1046.0,Yoga,25.2,3.7,5.0,Advanced,14.53,19,0.9858,0.97,0.7619,0.9269,0.0848,0.248,0.9264,0.1011,0.1498,0.8664,0.7929,0.1266,0.9069,0.625
23.0,Female,83.5,1.5,194.0,142.0,63.0,2.0,767.0,Yoga,25.8,2.9,4.0,Intermediate,12.32,21,0.7262,0.6945,0.8369,0.8144,0.1616,0.5358,0.7354,0.1919,0.4564,0.6887,0.6104,0.3041,0.6991,0.614
22.0,Female,81.9,1.8,163.0,146.0,74.0,1.15,971.0,Hiit,22.4,2.5,5.0,Beginner,28.26,13,0.3786,0.541,0.4345,0.4913,0.2656,0.6493,0.4359,0.3445,0.4412,0.3977,0.3452,0.4117,0.4158,0.431
49.0,Male,60.2,1.62,162.0,155.0,72.0,1.11,1105.0,\Nstrength,23.4,3.1,3.0,Beginner,16.85,11,0.567,0.6358,0.6974,0.5663,0.4868,0.566,0.5424,0.3683,0.425,0.5265,0.4828,0.4456,0.497,0.4222
51.0,,47.3,1.74,194.0,148.0,55.0,2.0,1259.0,Strength,28.8,3.1,3.0,Beginner,24.75,16,0.5938,0.6594,0.5251,0.7384,0.2133,0.4445,0.5985,0.2251,0.4643,0.5676,0.5617,0.3135,0.587,0.569
33.0,Female,40.0,1.79,189.0,144.0,67.0,2.0,1285.0,Hiit,27.2,2.6,3.0,Intermediate,15.69,25,0.6849,0.6414,0.6413,0.6679,0.1903,0.5256,0.6019,0.24,0.5068,0.5867,0.5332,0.3366,0.6088,0.5474
48.0,Male,87.3,2.0,190.0,159.0,61.0,1.97,897.0,Yoga,10.7,3.5,5.0,Advanced,18.2,25,0.9192,0.9211,0.8665,0.8459,0.1086,0.3117,0.8796,0.1355,0.27,0.8334,0.7982,0.1785,0.8961,0.7383
49.0,Male,40.0,1.77,175.0,127.0,73.0,1.2,1109.0,Yoga,24.7,2.4,3.0,Advanced,25.41,18,0.8146,0.8991,0.8969,0.9204,0.1685,0.1016,0.8387,0.1168,0.1388,0.8272,0.7827,0.1284,0.8398,0.5413
18.0,Male,50.9,1.73,170.0,137.0,58.0,1.43,804.0,Strength,23.5,3.7,2.0,Intermediate,17.61,17,0.8293,0.6023,0.7413,0.6934,0.1254,0.2388,0.7065,0.1914,0.3089,0.6581,0.6741,0.2226,0.65,0.5166
55.0,Female,59.9,1.53,178.0,157.0,54.0,1.23,1044.0,Hiit,26.9,3.4,4.0,Beginner,31.33,10,0.5471,0.5547,0.7163,0.3844,0.5051,0.5891,0.4717,0.5652,0.4591,0.4597,0.4643,0.5271,0.4604,0.4768
44.0,Male,66.8,1.97,194.0,126.0,65.0,1.66,1382.0,Hiit,18.5,1.6,4.0,Intermediate,23.14,24,0.7639,0.6027,0.5864,0.6146,0.1306,0.3463,0.6398,0.2476,0.4472,0.5893,0.5519,0.283,0.6378,0.5435
50.0,Male,97.0,1.65,191.0,133.0,70.0,1.43,1256.0,Cardio,27.1,1.5,5.0,Beginner,27.51,18,0.5644,0.4804,0.5456,0.5803,0.2128,0.3802,0.4983,0.3091,0.4274,0.478,0.4274,0.338,0.5255,0.5187
37.0,Male,75.8,1.63,192.0,131.0,64.0,0.98,921.0,Strength,26.5,1.5,4.0,Beginner,14.0,8,0.5949,0.5299,0.708,0.5625,0.37,0.379,0.5014,0.3322,0.3754,0.5151,0.4693,0.3713,0.5183,0.4277
21.0,Female,51.6,1.5,175.0,149.0,66.0,2.0,863.0,Yoga,25.2,2.0,3.0,Beginner,24.7,21,0.3615,0.5794,0.6073,0.615,0.3249,0.7207,0.4202,0.3064,0.5755,0.4494,0.3998,0.4457,0.4459,0.5053
27.0,Female,55.4,1.88,187.0,134.0,53.0,2.0,855.0,Strength,16.3,2.6,5.0,Beginner,14.33,20,0.7035,0.5023,0.557,0.5796,0.241,0.4056,0.5544,0.2979,0.5472,0.5177,0.5042,0.3626,0.5872,0.6387
23.0,Male,72.9,1.51,190.0,164.0,57.0,1.29,925.0,Strength,22.3,1.5,2.0,Beginner,40.08,18,0.5947,0.4586,0.5496,0.5869,0.4313,0.4869,0.4384,0.5738,0.4709,0.4543,0.3891,0.5021,0.4381,0.3722
30.0,Female,80.2,1.91,192.0,135.0,62.0,1.47,1461.0,Strength,16.5,3.7,2.0,Advanced,28.49,22,0.8528,0.8614,0.7505,0.9061,0.0913,0.1406,0.8386,0.1545,0.1985,0.798,0.7914,0.1409,0.8068,0.5347
45.0,Male,121.2,1.67,186.0,133.0,55.0,2.0,466.0,Cardio,16.7,3.4,4.0,Beginner,30.69,13,0.6331,0.418,0.5823,0.4775,0.5272,0.747,0.4632,0.5345,0.6845,0.421,0.4048,0.6024,0.4476,0.5311
36.0,Female,100.2,1.93,199.0,166.0,60.0,0.98,1076.0,Hiit,24.6,2.7,4.0,Intermediate,16.49,24,0.6675,0.8231,0.7709,0.7057,0.31,0.3496,0.6646,0.2357,0.2421,0.6734,0.6529,0.2721,0.6822,0.4934
45.0,Male,84.1,1.71,161.0,169.0,56.0,1.38,480.0,Yoga,22.4,3.4,3.0,Advanced,38.83,32,0.6574,0.8968,0.7561,0.8325,0.1369,0.2661,0.6683,0.3101,0.2129,0.7272,0.7064,0.2227,0.7519,0.557
51.0,Male,52.0,1.92,173.0,164.0,74.0,1.31,706.0,Cardio,25.7,1.5,2.0,Beginner,14.05,18,0.5875,0.6332,0.4558,0.4376,0.4423,0.5325,0.537,0.431,0.4687,0.4669,0.3818,0.4534,0.4516,0.3662
25.0,Male,70.7,1.7,165.0,160.0,53.0,0.99,808.0,Hiit,23.5,2.1,3.0,Beginner,18.29,9,0.6377,0.4388,0.5014,0.4413,0.2655,0.4906,0.4869,0.3524,0.4243,0.438,0.4351,0.39,0.4228,0.3976
52.0,Female,50.8,1.8,199.0,159.0,63.0,1.51,1153.0,Hiit,24.9,2.4,4.0,Intermediate,16.16,15,0.5807,0.8461,0.7502,0.8314,0.2922,0.3787,0.6791,0.2533,0.2475,0.6828,0.642,0.2773,0.7076,0.5628
28.0,,48.7,1.6,175.0,133.0,59.0,1.38,996.0,Hiit,23.5,1.5,2.0,Intermediate,21.98,23,0.7079,0.6177,0.6592,0.8486,0.122,0.2069,0.6386,0.1205,0.3164,0.6449,0.6347,0.1937,0.6455,0.4807
24.0,,51.3,1.69,174.0,153.0,74.0,1.18,828.0,Yoga,16.1,2.6,3.0,Intermediate,21.88,12,0.7987,0.8354,0.7608,0.5749,0.3263,0.4741,0.7607,0.3034,0.2597,0.6821,0.6161,0.3228,0.6636,0.4619
42.0,Female,77.0,1.63,185.0,136.0,68.0,1.07,1029.0,Cardio,29.2,1.5,5.0,Beginner,15.93,18,0.4806,0.5524,0.4579,0.5472,0.432,0.604,0.4671,0.3993,0.4214,0.4316,0.3695,0.4566,0.456,0.4063
31.0,Female,50.1,1.69,185.0,169.0,64.0,1.68,1001.0,Strength,27.4,1.6,4.0,Beginner,22.3,17,0.5497,0.6396,0.3816,0.658,0.4074,0.5485,0.6094,0.3302,0.4272,0.4974,0.4469,0.4107,0.5293,0.5122
18.0,Male,89.2,1.88,189.0,167.0,58.0,2.0,1126.0,Cardio,29.7,3.5,4.0,Intermediate,13.63,17,0.6526,0.8492,0.567,0.6028,0.2145,0.5258,0.6989,0.2482,0.3857,0.6236,0.5914,0.3062,0.6687,0.6112
18.0,Female,70.8,1.96,196.0,130.0,61.0,1.46,708.0,,25.2,2.2,3.0,Intermediate,12.32,21,0.6513,0.6115,0.5971,0.6954,0.2229,0.231,0.5818,0.1948,0.3466,0.579,0.5665,0.2512,0.617,0.4943
50.0,Male,59.1,1.74,181.0,156.0,51.0,1.01,985.0,Yoga,30.1,3.5,2.0,Advanced,24.07,17,0.9509,0.8973,0.9703,0.9475,0.0946,0.1378,0.9181,0.0576,0.0908,0.8843,0.8904,0.0924,0.8497,0.5278
46.0,Female,67.5,1.76,160.0,150.0,74.0,1.43,577.0,Yoga,20.0,2.6,4.0,Intermediate,17.39,17,0.8873,0.5791,0.7643,0.7391,0.1683,0.2852,0.6977,0.1723,0.3816,0.6696,0.615,0.2501,0.6969,0.5813
27.0,Female,41.4,1.69,191.0,169.0,56.0,1.99,647.0,Yoga,23.2,2.8,5.0,Intermediate,16.26,24,0.6438,0.6141,0.7092,0.814,0.301,0.3227,0.674,0.1883,0.4491,0.6216,0.6237,0.3022,0.6962,0.7049
24.0,Female,80.0,1.59,198.0,125.0,70.0,1.68,1263.0,,15.3,3.6,3.0,Intermediate,14.62,21,0.8215,0.7215,0.6803,0.5874,0.1426,0.2619,0.6914,0.1762,0.3701,0.6558,0.6316,0.2243,0.6881,0.5455
24.0,Male,95.5,1.57,181.0,158.0,67.0,1.47,1609.0,Cardio,32.5,2.0,4.0,Intermediate,26.3,21,0.8476,0.8609,0.8019,0.735,0.2833,0.3441,0.7968,0.2233,0.2339,0.7486,0.6712,0.2556,0.7689,0.579
18.0,Male,66.9,1.76,163.0,169.0,55.0,1.15,1018.0,Yoga,24.2,3.0,3.0,Beginner,16.52,8,0.7241,0.7259,0.4586,0.7468,0.3564,0.46,0.6904,0.3218,0.2768,0.6035,0.57,0.3466,0.59,0.4472
18.0,Male,82.8,1.5,197.0,134.0,74.0,1.79,1009.0,Cardio,30.5,3.3,3.0,Advanced,19.41,20,0.884,0.8076,0.7861,0.9447,0.1499,0.2249,0.809,0.1188,0.2845,0.7913,0.7541,0.18,0.826,0.6013
26.0,Male,79.7,1.64,194.0,148.0,55.0,2.0,1462.0,Yoga,21.8,3.2,4.0,Intermediate,26.9,19,0.7421,0.6109,0.6934,0.6551,0.1531,0.4065,0.6631,0.2158,0.441,0.6123,0.6105,0.2894,0.6581,0.6376
33.0,Female,71.8,1.51,190.0,167.0,59.0,1.84,1321.0,Hiit,26.6,3.2,4.0,Advanced,12.97,22,0.9096,0.7812,0.7771,0.7647,0.0849,0.3793,0.7684,0.1562,0.3194,0.7463,0.7028,0.2137,0.7898,0.6436
35.0,Male,73.4,1.57,169.0,138.0,67.0,1.14,977.0,Strength,32.4,3.0,4.0,Advanced,25.05,25,0.8149,0.8743,0.8841,0.8333,0.1088,0.1989,0.7566,0.1471,0.1823,0.7912,0.7709,0.151,0.8165,0.5708
54.0,Female,45.8,1.62,163.0,135.0,66.0,1.26,1703.0,Strength,15.2,1.6,4.0,Intermediate,17.99,15,0.7572,0.7697,0.6715,0.6067,0.2093,0.312,0.6863,0.2547,0.3178,0.6512,0.5968,0.2618,0.6816,0.5185
44.0,Female,106.8,1.65,171.0,143.0,71.0,1.54,1295.0,Cardio,17.1,3.5,3.0,Advanced,25.4,20,0.8786,0.7715,0.7918,0.9428,0.1744,0.2154,0.796,0.0945,0.245,0.7782,0.7555,0.1746,0.8037,0.5861
19.0,Male,59.8,1.7,181.0,120.0,73.0,1.54,1130.0,Cardio,29.6,3.5,3.0,Beginner,22.56,11,0.6445,0.5969,0.5668,0.6408,0.3156,0.5299,0.6153,0.2932,0.4864,0.5418,0.5075,0.3861,0.5316,0.456
44.0,Male,52.5,1.65,174.0,169.0,51.0,1.95,1783.0,Cardio,29.4,2.0,2.0,Beginner,16.41,20,0.7123,0.7187,0.6863,0.5979,0.5028,0.6386,0.6796,0.4193,0.5079,0.5943,0.5302,0.4835,0.5679,0.521
58.0,Male,56.5,1.76,180.0,139.0,74.0,2.0,1396.0,Yoga,24.1,3.4,2.0,Intermediate,28.26,23,0.6409,0.7218,0.8102,0.6145,0.1822,0.354,0.5754,0.2558,0.4455,0.6271,0.6023,0.2877,0.6403,0.5692
18.0,Male,49.9,1.74,177.0,161.0,70.0,2.0,950.0,Hiit,23.0,3.4,4.0,Intermediate,17.53,24,0.6811,0.6737,0.7162,0.8311,0.2663,0.4916,0.6448,0.2227,0.4593,0.6402,0.6012,0.3332,0.6772,0.6344
30.0,,62.3,1.82,174.0,160.0,64.0,1.23,1080.0,Cardio,15.9,2.5,3.0,Advanced,22.26,24,0.911,0.8924,0.8596,0.923,0.0896,0.1436,0.8928,0.0536,0.1032,0.8475,0.8148,0.0934,0.8528,0.5746
18.0,Female,76.1,1.64,196.0,169.0,63.0,1.43,686.0,Cardio,34.8,1.5,3.0,Advanced,33.24,32,0.6927,0.7116,0.783,0.7877,0.2445,0.3909,0.667,0.2933,0.3494,0.6663,0.5992,0.3085,0.679,0.5026
28.0,Female,67.1,1.9,184.0,169.0,59.0,1.61,587.0,Yoga,20.8,2.7,3.0,Beginner,12.32,16,0.5488,0.5335,0.407,0.6439,0.2546,0.4631,0.5044,0.2855,0.431,0.4704,0.4463,0.3532,0.4881,0.4825
18.0,Female,53.9,1.69,187.0,169.0,56.0,1.34,752.0,Yoga,13.6,3.3,3.0,Intermediate,15.23,13,0.8696,0.856,0.7636,0.8074,0.2059,0.4406,0.8352,0.1952,0.2295,0.7622,0.7074,0.247,0.7397,0.5192
34.0,Female,79.3,1.65,181.0,149.0,64.0,1.4,501.0,Hiit,12.0,2.3,2.0,Beginner,24.84,18,0.5368,0.6092,0.5741,0.5228,0.3025,0.484,0.5161,0.3328,0.4646,0.4949,0.4699,0.381,0.472,0.4145
18.0,Female,40.0,1.88,165.0,145.0,71.0,1.59,1121.0,\Nstrength,22.6,3.4,2.0,Beginner,14.1,15,0.7238,0.5404,0.4813,0.5069,0.428,0.6922,0.5837,0.392,0.5744,0.4837,0.4154,0.4952,0.4546,0.3975
35.0,Male,75.7,1.74,189.0,136.0,74.0,1.7,854.0,Hiit,24.0,1.5,2.0,Intermediate,12.47,18,0.6911,0.5909,0.6334,0.6417,0.2158,0.4846,0.6506,0.2664,0.4327,0.5741,0.4742,0.3366,0.5643,0.4373
29.0,Male,82.5,1.79,190.0,132.0,69.0,0.9,664.0,Yoga,10.0,2.3,2.0,Beginner,34.85,13,0.4809,0.585,0.4189,0.4884,0.2668,0.6576,0.4135,0.4532,0.4685,0.4241,0.3471,0.446,0.3765,0.2369
19.0,Male,40.0,1.84,199.0,123.0,74.0,1.34,904.0,,30.2,3.1,3.0,Beginner,16.34,10,0.5566,0.6624,0.6533,0.4682,0.2069,0.5583,0.572,0.3479,0.4505,0.527,0.4666,0.3691,0.499,0.4083
20.0,Female,73.0,1.59,175.0,165.0,70.0,0.96,869.0,,30.1,3.0,5.0,Beginner,15.01,8,0.6635,0.7119,0.6521,0.4529,0.2017,0.3752,0.5686,0.3075,0.3499,0.5683,0.5261,0.299,0.5892,0.5081
23.0,Female,56.5,1.97,169.0,151.0,56.0,2.0,1380.0,Strength,28.6,2.6,3.0,Intermediate,13.2,27,0.834,0.7217,0.8037,0.6889,0.2722,0.4458,0.7006,0.2505,0.4704,0.683,0.6325,0.3308,0.7011,0.6148
27.0,Male,75.4,1.58,192.0,169.0,63.0,1.3,1386.0,Strength,16.9,3.6,3.0,Beginner,15.63,18,0.5251,0.4984,0.5484,0.458,0.3301,0.3687,0.4545,0.3428,0.4455,0.442,0.4714,0.3761,0.4562,0.4695
48.0,Male,59.6,1.78,181.0,152.0,53.0,1.65,1741.0,Strength,23.2,3.3,4.0,Beginner,12.32,18,0.4392,0.4931,0.5225,0.4921,0.2845,0.5541,0.428,0.3144,0.5237,0.4151,0.4275,0.4055,0.4425,0.5203
29.0,Female,57.2,1.84,168.0,141.0,74.0,1.56,303.0,Yoga,16.8,2.4,5.0,Advanced,29.68,22,0.8965,0.8783,0.8886,0.7932,0.1108,0.2453,0.7901,0.1786,0.2294,0.8039,0.7243,0.1769,0.8622,0.6562
39.0,Female,74.3,1.63,178.0,169.0,57.0,1.35,1376.0,Yoga,25.9,3.2,3.0,Advanced,20.29,31,0.8354,0.8402,0.7566,0.9103,0.1511,0.3147,0.7888,0.1096,0.2136,0.7722,0.7649,0.1816,0.7805,0.5572
54.0,Male,63.8,1.92,188.0,131.0,57.0,0.98,1117.0,Hiit,20.7,1.6,5.0,Intermediate,26.75,12,0.6984,0.8437,0.7273,0.673,0.2358,0.2624,0.6892,0.2313,0.2044,0.6834,0.6509,0.2271,0.7223,0.5198
21.0,Female,45.1,1.87,192.0,138.0,69.0,1.89,1071.0,,25.8,2.3,5.0,Intermediate,19.64,18,0.7121,0.6912,0.7236,0.6241,0.1561,0.4419,0.6142,0.245,0.4669,0.6208,0.5737,0.3018,0.6812,0.6317
